,show_id,type,director,release_year,duration,rating,genre
4916,s5664,Movie,Jason Woliner,2020,96.0,R,Comedy
4917,s5665,Movie,"Emmanuel Osei-Kuffour,  Jr",2020,101.0,16+,Horror
4918,s5666,Movie,Felix van Groeningen,2018,120.0,R,Drama
4919,s5668,Movie,Aisling Walsh,2015,86.0,13+,Drama
4920,s5669,Movie,Josh Sabey,2020,79.0,13+,Documentary
4921,s5670,Movie,Dan Tondowski,2018,91.0,16+,Action
4922,s5671,Movie,Sarah Daggar-Nickson,2019,91.0,R,Action
4923,s5672,Movie,Amel J. Figueroa,2016,105.0,16+,Action
4924,s5673,Movie,Johannes Roberts,2019,90.0,PG-13,Action
4925,s5674,Movie,Brian A. Miller,2019,88.0,R,Action
4926,s5675,Movie,Andy Tennant,2020,108.0,PG,Drama
4927,s5676,Movie,Corey Pearson,2019,90.0,16+,Action
4928,s5677,TV Show,,2021,1.0,18+,Drama
4929,s5678,Movie,Del Tenney,2021,92.0,16+,Horror
4930,s5679,Movie,Fin Manjoo,2021,125.0,7+,Arthouse
4931,s5680,Movie,Julius D. Feigelson,2021,95.0,16+,Action
4932,s5681,Movie,Walter Lima Jnr,2021,106.0,16+,Horror
4933,s5682,Movie,"YEMI MARTINS (USA), OLADELE MATTI (NIG)",2021,73.0,G,Drama
4934,s5683,Movie,William D. Russell,2021,94.0,7+,Drama
4935,s5684,TV Show,,2021,1.0,18+,Drama
4936,s5685,Movie,Duccio Tessari,2021,92.0,R,Suspense
4937,s5686,Movie,"Mister Hero, Keith R. Robinson",2021,72.0,18+,Horror
4938,s5687,Movie,Jeffrey Reiner,2000,90.0,7+,Comedy
4939,s5688,Movie,j ramesh,2021,86.0,13+,Drama
4940,s5689,Movie,Sharrath Sandith,2018,150.0,13+,Action
4941,s5690,Movie,Craig Syracusa,2021,85.0,18+,Suspense
4942,s5691,Movie,"Alfred Castillo Jr., Lamarcus Tinker",2021,61.0,7+,Drama
4943,s5692,Movie,Christian Duguay,2013,130.0,16+,Action
4944,s5693,Movie,Jim Haggerty,2021,75.0,18+,Comedy
4945,s5694,Movie,Filip Kovacevic,2021,82.0,16+,Science Fiction
4946,s5695,Movie,William Victor Schotten,2021,80.0,16+,Horror
4947,s5696,Movie,Satyajit Ray,1967,127.0,13+,Drama
4948,s5697,Movie,Moonbug Entertainment,2018,51.0,G,Kids
4949,s5698,TV Show,,2021,1.0,18+,Action
4950,s5699,TV Show,,2021,1.0,16+,Action
4951,s5700,Movie,Chandra Sekhar Yeleti,2013,149.0,13+,Action
4952,s5701,TV Show,,2021,1.0,18+,Drama
4953,s5703,Movie,Kenneth G. Crane,1957,72.0,16+,Horror
4954,s5705,Movie,Amin Hajee,2021,138.0,13+,Suspense
4955,s5706,Movie,Louis Meunier,2017,85.0,13+,Drama
4956,s5707,Movie,Joe Barajas,2020,72.0,16+,Horror
4957,s5708,Movie,VADLA JANARDHAN,2021,113.0,16+,Action
4958,s5709,Movie,Christopher Forbes,2021,81.0,16+,Action
4959,s5710,Movie,Jim Wynorski,2012,91.0,13+,Horror
4960,s5711,Movie,Noriaki Yuasa,1965,79.0,13+,Science Fiction
4961,s5712,Movie,Noriaki Yuasa,1980,92.0,13+,Science Fiction
4962,s5713,Movie,Shûsuke Kaneko,1995,95.0,13+,Action
4963,s5714,Movie,Noriaki Yuasa,1971,88.0,13+,Science Fiction
4964,s5715,Movie,Noriaki Yuasa,1968,81.0,13+,Science Fiction
4965,s5716,Movie,Noriaki Yuasa,1970,83.0,13+,Science Fiction
4966,s5717,Movie,Noriaki Yuasa,1967,86.0,13+,Science Fiction
4967,s5718,Movie,Noriaki Yuasa,1969,82.0,13+,Science Fiction
4968,s5719,Movie,Shigeo Tanaka,1966,100.0,13+,Science Fiction
4969,s5720,Movie,"Derek Kwok, Henri Wong",2015,108.0,16+,Comedy
4970,s5721,Movie,"Natalia Malykhina, Tihoni Brčić, Fred and Sam Guillaume, Miran Miošić, Dinko Kumanović",2021,61.0,G,Animation
4971,s5722,Movie,"Elan Dassani, Rajeev Dassani",2020,89.0,16+,Drama
4972,s5723,Movie,Jorge Bastidas Zea,2016,89.0,18+,Drama
4973,s5724,Movie,"Sean King, Taylor King",2021,72.0,13+,Horror
4974,s5726,TV Show,,2021,1.0,TV-14,Documentary
4975,s5727,Movie,,2020,52.0,G,Kids
4976,s5728,Movie,Stevin John,2020,65.0,G,Kids
4977,s5729,Movie,Kaneesha Heath,2021,107.0,18+,Drama
4978,s5730,Movie,Mahi V Raghav,2019,125.0,G,Drama
4979,s5731,Movie,Trey Haley,2018,80.0,16+,Comedy
4980,s5732,Movie,Eric Till,1986,50.0,G,Kids
4981,s5733,Movie,Aaron Mirtes,2020,86.0,16+,Science Fiction
4982,s5734,Movie,Barry Alexander Brown,2021,106.0,18+,Drama
4983,s5735,Movie,Derek Scott,2017,115.0,18+,Drama
4984,s5736,Movie,Matteo Garrone,2020,125.0,PG-13,Drama
4985,s5737,Movie,Matteo Garrone,2020,125.0,PG-13,Drama
4986,s5738,Movie,Pinkfong,2021,47.0,G,Animation
4987,s5739,Movie,Joseph Mensch,2021,91.0,16+,Drama
4988,s5741,Movie,Arthur van Merwijk,2019,40.0,G,Kids
4989,s5742,Movie,Arthur van Merwijk,2019,41.0,G,Animation
4990,s5743,Movie,Sandra Goldbacher,2002,100.0,R,Arthouse
4991,s5744,TV Show,,2020,1.0,18+,Action
4992,s5745,TV Show,,2021,2.0,13+,Special Interest
4993,s5746,Movie,Jay Chapman,2012,52.0,18+,Arts
4994,s5748,Movie,Christian Hughes,2020,41.0,G,Kids
4995,s5750,Movie,Jim Henson,1977,53.0,G,Drama
4996,s5752,TV Show,,2019,4.0,TV-MA,TV Shows
4997,s5753,TV Show,,2009,1.0,TV-14,Drama
4998,s5754,TV Show,,2012,2.0,16+,Arts
4999,s5756,TV Show,,2021,1.0,7+,Fitness
5000,s5757,Movie,David Stern,2004,91.0,13+,Arts
5001,s5758,Movie,Nicholas DiBella,2016,92.0,PG-13,Drama
5002,s5759,Movie,Janchivdorj Sengedorj,2017,105.0,16+,Drama
5003,s5760,Movie,Lou Adler,1978,86.0,R,Comedy
5004,s5761,Movie,Michael Mazzola,2017,104.0,18+,Documentary
5005,s5762,TV Show,,2021,1.0,TV-14,Horror
5006,s5763,Movie,Nicolas Bary,2008,98.0,13+,Comedy
5007,s5764,Movie,Cole Sharpe,2017,88.0,NR,Action
5008,s5765,Movie,Zep,2011,87.0,13+,Animation
5009,s5766,TV Show,,2000,2.0,TV-G,Animation
5010,s5767,Movie,Alex Power,2021,101.0,18+,Action
5011,s5768,Movie,James Kent,2010,90.0,16+,Drama
5012,s5769,Movie,"Hal Ashby, Tom Trbovich",2014,143.0,13+,Music Videos and Concerts
5013,s5770,TV Show,,2021,1.0,TV-MA,Action
5014,s5771,Movie,W. L. Molina,2021,91.0,18+,Comedy
5015,s5772,Movie,William Dear,2011,117.0,PG,Drama
5016,s5773,Movie,Ian Samuels,2021,99.0,PG-13,Comedy
5017,s5774,Movie,Curt Siodmak,1953,75.0,13+,Drama
5018,s5775,Movie,Adam R. Steigert,2021,70.0,18+,Action
5019,s5776,Movie,PARK CHAN-wook,2016,145.0,18+,International
5020,s5777,Movie,Ana Valine,2016,97.0,16+,Comedy
5021,s5778,Movie,D. W. Young,2020,99.0,7+,Documentary
5022,s5779,TV Show,,2021,1.0,13+,Drama
5023,s5780,Movie,Super Simple Songs,2017,41.0,G,Animation
5024,s5781,Movie,Harold S. Bucquet,1943,103.0,NR,Suspense
5025,s5783,Movie,Nigel Finch,1997,92.0,18+,Arts
5026,s5784,TV Show,,1998,3.0,TV-G,Animation
5027,s5785,Movie,Darius Marder,2020,121.0,R,Drama
5028,s5786,Movie,Matt Russell,2011,99.0,7+,Drama
5029,s5787,Movie,Manny Rodriguez,2009,62.0,18+,Arts
5030,s5788,TV Show,,2006,1.0,TV-G,Animation
5031,s5789,Movie,,2013,80.0,G,Arts
5032,s5790,Movie,Paul Dugdale,2017,87.0,13+,Music Videos and Concerts
5033,s5791,Movie,,2018,118.0,13+,Music Videos and Concerts
5034,s5792,Movie,Terry T. Miles,2021,93.0,18+,Action
5035,s5793,Movie,Kamal Amrohi,1983,151.0,13+,Drama
5036,s5794,TV Show,,2021,1.0,7+,Drama
5037,s5795,Movie,Pinkfong,2019,65.0,G,Animation
5038,s5796,Movie,"Sri Krishna, Rama Sai",2021,128.0,16+,Action
5039,s5797,Movie,Ose Oyamendan,2021,84.0,18+,Documentary
5040,s5798,Movie,Christopher Wiggins,2017,103.0,R,Horror
5041,s5799,Movie,"Arthur de Kersauson, Clément Beauvais",2021,71.0,NR,Arts
5042,s5800,Movie,Harmesh Malhotra,1986,137.0,13+,Drama
5043,s5801,Movie,Kad Merad,2011,89.0,13+,Comedy
5044,s5802,TV Show,,2020,1.0,7+,Action
5045,s5803,Movie,Suneel Darshan,2006,125.0,G,Arts
5046,s5804,Movie,Penelope Buitenhuis,2002,94.0,PG-13,Drama
5047,s5805,Movie,Michael Storey,2003,95.0,PG-13,Drama
5048,s5806,Movie,Chris Aronoff,2021,97.0,PG,Comedy
5049,s5807,Movie,Anthony Parisi,2016,87.0,13+,Comedy
5050,s5808,Movie,David Wendell Boykins,2020,41.0,18+,Drama
5051,s5809,Movie,Mora TV,2021,50.0,G,Animation
5052,s5810,Movie,Mora TV,2021,52.0,G,Animation
5053,s5811,Movie,Romain Serir,2018,75.0,13+,Horror
5054,s5813,Movie,Greg McLean,2017,116.0,R,Action
5055,s5814,Movie,Shaad Ali Sahgal,2007,132.0,13+,Drama
5056,s5815,Movie,Russell Mulcahy,1986,117.0,R,Action
5057,s5816,Movie,Alfonso Ciccarelli,2020,80.0,16+,Drama
5058,s5817,Movie,Quinn Lasher,2018,89.0,R,Action
5059,s5818,Movie,Sean Cain,2018,87.0,NR,Action
5060,s5819,Movie,Jeremy Podlog,2021,68.0,13+,Arts
5061,s5820,Movie,Sanjay Jadhav,2013,146.0,13+,Romance
5062,s5821,Movie,Wade Alexander,2019,79.0,16+,Drama
5063,s5822,Movie,Claudio Lattanzi,2021,72.0,16+,Horror
5064,s5823,Movie,Eric Weston,2016,101.0,18+,Romance
5065,s5825,Movie,"Scott Jeffrey, Rebecca Matthews",2021,84.0,18+,Horror
5066,s5826,TV Show,,2015,2.0,7+,Animation
5067,s5827,Movie,Mathieu Mortelmans,2019,104.0,18+,Drama
5068,s5828,Movie,"Bailey Donovan, Molly Donovan",2021,73.0,18+,Drama
5069,s5829,Movie,Super Simple Songs,2017,48.0,G,Kids
5070,s5830,Movie,Li Yuhe,2017,101.0,16+,Arthouse
5071,s5831,Movie,Mahesh Bhatt,1990,145.0,G,Drama
5072,s5832,Movie,Ashok Dev,2020,125.0,13+,Romance
5073,s5833,Movie,I. Drakos,2020,97.0,18+,Horror
5074,s5834,Movie,Adrian Panek,2020,88.0,NR,Drama
5075,s5835,Movie,Mark Tompkins,2021,82.0,G,Comedy
5076,s5836,TV Show,,2004,1.0,G,Animation
5077,s5837,Movie,Kristin Marcon,2021,97.0,13+,Drama
5078,s5838,Movie,Chris Bell,2021,83.0,18+,Horror
5079,s5839,Movie,Mauro Iván Ojeda,2021,86.0,16+,Horror
5080,s5840,Movie,Brandon Lunzman,2019,99.0,18+,Comedy
5081,s5841,Movie,Katoria Chanyasubkit,2021,70.0,18+,Comedy
5082,s5842,Movie,David Creed,2021,83.0,18+,Horror
5083,s5843,Movie,Brendan Cowell,2015,94.0,16+,Comedy
5084,s5844,Movie,Anthony G. Perkins,2021,99.0,18+,Drama
5085,s5845,Movie,Jake Mahaffy,2021,95.0,NR,Horror
5086,s5846,TV Show,,2021,1.0,18+,Drama
5087,s5847,Movie,Gaylene Preston,2021,99.0,PG-13,Drama
5088,s5848,Movie,Ramdev,2021,120.0,13+,Romance
5089,s5849,Movie,Kabir Khan,2009,151.0,13+,International
5090,s5850,Movie,Samruddhi Porey,2011,129.0,G,Drama
5091,s5851,Movie,Garrett Clancy,2007,94.0,16+,Drama
5092,s5852,Movie,Brett Kelly,2021,73.0,13+,Science Fiction
5093,s5853,Movie,D. Sankaraiyaa,2012,158.0,13+,Comedy
5094,s5854,Movie,Stella Meghie,2016,86.0,16+,Comedy
5095,s5855,Movie,Michael Dowse,2005,88.0,18+,Comedy
5096,s5856,TV Show,,2008,1.0,TV-Y7,Animation
5097,s5857,Movie,Ryan Barton-Grimley,2021,85.0,18+,Comedy
5098,s5858,TV Show,,2008,1.0,TV-Y7,Animation
5099,s5859,TV Show,,2019,1.0,TV-MA,Comedy
5100,s5860,TV Show,,2021,1.0,13+,Action
5101,s5861,TV Show,,2015,1.0,16+,Drama
5102,s5862,TV Show,,2021,1.0,18+,Drama
5103,s5863,TV Show,,2009,2.0,TV-14,Comedy
5104,s5864,TV Show,,2015,1.0,18+,Drama
5105,s5865,Movie,Girish Mohite,2009,132.0,G,Comedy
5106,s5866,Movie,"Lenard Fritz Krawinkel, Holger Tappe",2021,88.0,7+,Action
5107,s5867,Movie,Jeremy Thomas,1999,112.0,R,Action
5108,s5868,Movie,Geo Santini,2021,86.0,18+,Comedy
5109,s5869,TV Show,,1998,2.0,TV-Y,Animation
5110,s5870,Movie,Omar Iyer,2021,52.0,16+,Comedy
5111,s5871,Movie,Feroz Qureshi,2021,116.0,18+,Drama
5112,s5872,Movie,Shannon Jones,2019,53.0,G,Arts
5113,s5873,Movie,Girish Mohite,2007,152.0,G,Comedy
5114,s5874,Movie,Stephen Gyllenhaal,1998,92.0,13+,Drama
5115,s5875,Movie,Harve Foster,1947,59.0,13+,Action
5116,s5876,TV Show,,2015,1.0,TV-Y,Action
5117,s5877,Movie,Ray Enright,1943,87.0,13+,Action
5118,s5878,Movie,DASARI NAGESWARA RAO,2021,117.0,16+,Drama
5119,s5879,Movie,Aditya Ajay Sarpotdar,2013,119.0,13+,Comedy
5120,s5880,Movie,RAHUL KUMAR SINGH,2021,91.0,18+,Drama
5121,s5881,Movie,Greg Dorchak,2016,94.0,18+,Arthouse
5122,s5882,Movie,Selvendran,2020,110.0,13+,Action
5123,s5883,Movie,Fritz Lang,1943,134.0,13+,Action
5124,s5884,Movie,Satish Rajwade,2009,148.0,G,Suspense
5125,s5885,Movie,LeRoy Prinz,1941,44.0,13+,Arts
5126,s5886,Movie,Hiroshi Fukutomi,1992,100.0,13+,Action
5127,s5887,Movie,Kyle Newman,2021,90.0,PG-13,Action
5128,s5888,Movie,William Morgan,1956,57.0,13+,Comedy
5129,s5889,Movie,"Jake Kheel, Juan Mejia Botero",2019,74.0,16+,Documentary
5130,s5890,Movie,Jermaine Smith,2021,66.0,18+,Drama
5131,s5891,Movie,"Paul Landres, Derwin Abrahams",1950,53.0,13+,Action
5132,s5892,Movie,Paul Landres,1950,53.0,13+,Action
5133,s5893,Movie,G. Nageswara Reddy,2021,124.0,13+,Comedy
5134,s5894,Movie,Abu Nizam,2021,84.0,13+,Arthouse
5135,s5898,Movie,Fernando Ayllón,2020,70.0,16+,Comedy
5136,s5899,TV Show,,2020,1.0,13+,Comedy
5137,s5900,Movie,Robert Pirosh,1951,91.0,13+,Action
5138,s5901,Movie,Renzil D'Silva,2014,114.0,13+,Comedy
5139,s5902,Movie,Graeme Campbell,1996,88.0,13+,Drama
5140,s5903,Movie,Shyam Mandala,2021,90.0,13+,Romance
5141,s5904,Movie,GS Goutham Krishna,2021,102.0,18+,Drama
5142,s5906,Movie,David S. Hogan,2021,82.0,16+,Horror
5143,s5907,Movie,Chip Taylor Communications,2021,92.0,18+,Action
5144,s5908,Movie,Sudhirdurlabh tandel,2021,107.0,7+,Action
5145,s5909,Movie,John Gaspard,2015,87.0,18+,Comedy
5146,s5910,Movie,Andrew Oh,2021,91.0,13+,Comedy
5147,s5912,Movie,Malcolm Martin,2011,91.0,R,Action
5148,s5913,TV Show,,2021,1.0,16+,Drama
5149,s5915,Movie,Ben Carland,2021,83.0,13+,Action
5150,s5918,Movie,Amit Masurkar,2021,131.0,G,Drama
5151,s5919,Movie,Katt Shea,2000,90.0,16+,Drama
5152,s5920,Movie,Vikas Bahl,2015,143.0,13+,Comedy
5153,s5921,TV Show,,2021,2.0,16+,Sports
5154,s5922,TV Show,,2021,1.0,13+,Drama
5155,s5923,TV Show,,2007,1.0,7+,Action
5156,s5924,Movie,Troy N. Ashford,2001,97.0,18+,Action
5157,s5925,Movie,Fred Gerber,1996,86.0,13+,Drama
5158,s5926,Movie,Leslie Stevens,1960,79.0,16+,Action
5159,s5930,Movie,Jonathan Demme,1993,126.0,R,Drama
5160,s5932,TV Show,,2009,1.0,7+,Action
5161,s5933,Movie,Lisa Azuelos,2012,97.0,PG-13,Comedy
5162,s5934,Movie,Jorge Bastidas Zea,2018,70.0,18+,Drama
5163,s5935,Movie,Karan Johar,1998,185.0,G,Comedy
5164,s5936,Movie,Glenn Payne,2021,81.0,16+,Horror
5165,s5938,Movie,V.K. Naik,1985,136.0,G,Comedy
5166,s5939,Movie,Shakun Batra,2016,138.0,13+,Comedy
5167,s5940,Movie,Karan Johar,2001,209.0,G,Drama
5168,s5941,Movie,Karan Johar,2006,192.0,13+,Romance
5169,s5942,Movie,J. Ramesh,2021,86.0,13+,Drama
5170,s5943,Movie,Soham Shah,2005,126.0,13+,Suspense
5171,s5944,Movie,Andrew V. McLaglen,1963,131.0,13+,Comedy
5172,s5945,Movie,Sergi Portabella,2018,85.0,13+,Arthouse
5173,s5946,Movie,Shashank Khaitan,2014,131.0,13+,Comedy
5174,s5948,Movie,Vinil Matthew,2014,135.0,13+,Comedy
5175,s5950,Movie,Mahesh Bhatt,1993,149.0,13+,Action
5176,s5952,Movie,Punit Malhotra,2013,144.0,13+,Comedy
5177,s5953,Movie,j ramesh,2021,86.0,13+,Drama
5178,s5954,TV Show,,2019,1.0,TV-14,Action
5179,s5956,Movie,Abhiram M,2021,117.0,13+,Drama
5180,s5957,Movie,Jay Karas,2011,82.0,18+,Comedy
5181,s5958,Movie,Mahesh Bhatt,1998,165.0,G,Comedy
5182,s5959,Movie,Ramesh Talwar,1984,170.0,G,Drama
5183,s5961,Movie,Vincent Carter,2021,54.0,13+,Animation
5184,s5962,Movie,Charles A Townsend,2021,72.0,16+,Action
5185,s5963,Movie,Jay Chapman,2013,81.0,18+,Arts
5186,s5967,Movie,Ajay Koundinya,2021,112.0,16+,Drama
5187,s5968,Movie,Jatin Satish Wagle,2003,131.0,G,Suspense
5188,s5969,Movie,Karan Malhotra,2015,155.0,13+,Action
5189,s5970,Movie,Leon Ding,2021,99.0,7+,Animation
5190,s5971,Movie,Lucas McNelly,2009,79.0,16+,Drama
5191,s5972,Movie,Pravin Raja Karale,2010,136.0,G,Comedy
5192,s5973,TV Show,,2019,1.0,G,Kids
5193,s5975,Movie,Mukul Anand,1990,174.0,13+,Action
5194,s5976,Movie,Derek Ting,2021,86.0,16+,Action
5195,s5977,TV Show,,2014,1.0,13+,Comedy
5196,s5978,TV Show,,2021,1.0,G,Drama
5197,s5979,Movie,Javier Balaguer,2001,96.0,16+,Drama
5198,s5980,Movie,Kristin Peterson Kaszubowski,2020,81.0,18+,Comedy
5199,s5981,Movie,"MarVista Entertainment,  Inc.",2016,90.0,NR,Suspense
5200,s5982,Movie,Jeremy Podeswa,2008,106.0,R,Drama
5201,s5983,Movie,Raghav Peri,2018,98.0,18+,Drama
5202,s5984,Movie,"Tyler Schnabel, Ryan Dellaquila",2020,72.0,16+,Action
5203,s5985,TV Show,,2020,1.0,13+,Comedy
5204,s5986,Movie,James A. Contner,1991,94.0,16+,Drama
5205,s5987,Movie,Edoardo Winspeare,2017,111.0,13+,Comedy
5206,s5988,TV Show,,2021,1.0,7+,Action
5207,s5989,Movie,Ties Schenk,2017,71.0,13+,Comedy
5208,s5990,Movie,Nadeem Baig,2020,156.0,16+,Comedy
5209,s5991,TV Show,,2019,2.0,G,Animation
5210,s5992,TV Show,,2021,1.0,16+,Action
5211,s5993,TV Show,,2021,1.0,7+,Animation
5212,s5994,TV Show,,2021,1.0,13+,Documentary
5213,s5995,Movie,Mauro Russo Rouge,2021,82.0,18+,Action
5214,s5996,Movie,Scott Martin,2018,126.0,R,Action
5215,s5997,Movie,Huck Botko,2016,96.0,PG,Arthouse
5216,s5998,Movie,Sreenivass Redde,2019,131.0,13+,Drama
5217,s5999,Movie,G.K.Kumar,2021,60.0,13+,Romance
5218,s6001,Movie,"Juan Carlos Garcia de Paredes, Carlos Garcia de Paredes",2021,88.0,16+,Comedy
5219,s6002,Movie,Jason Park,2021,86.0,18+,Comedy
5220,s6003,Movie,"Nicole D'Angelo, Gregory Hatanaka",2020,62.0,18+,Comedy
5221,s6004,Movie,K. Muralimohana Rao,1991,157.0,13+,Action
5222,s6005,Movie,j ramesh,2021,86.0,13+,Drama
5223,s6006,Movie,Felipe Cisneros,2021,111.0,13+,Drama
5224,s6007,Movie,Raj B. Shetty,2017,132.0,7+,Comedy
5225,s6008,Movie,Myriam Verreault,2021,117.0,16+,Arthouse
5226,s6009,Movie,Rahul Rawail,1990,158.0,13+,Action
5227,s6010,TV Show,,2018,2.0,TV-Y7,Action
5228,s6012,Movie,Munni Pankaj,2019,100.0,G,Drama
5229,s6013,Movie,Kabir Khan,2012,133.0,NR,Action
5230,s6014,Movie,Sean McNamara,2021,45.0,18+,Arts
5231,s6015,Movie,Amol Kale,2021,91.0,18+,Arthouse
5232,s6016,Movie,Ricardo Jacques Gale,1993,93.0,16+,Science Fiction
5233,s6017,Movie,Jim Wynorski,1999,85.0,16+,Action
5234,s6018,Movie,Tim Fywell,2013,83.0,16+,Drama
5235,s6019,Movie,"Sabaah Folayan, Damon Davis",2017,102.0,R,Documentary
5236,s6021,Movie,Alrick Riley,2008,51.0,16+,Drama
5237,s6022,Movie,Nacho Vigalondo,2007,92.0,R,Arthouse
5238,s6023,TV Show,,2017,1.0,18+,Drama
5239,s6024,Movie,Michael Samuels,2009,52.0,16+,Drama
5240,s6025,Movie,Tim Kirkby,2015,90.0,16+,Drama
5241,s6026,TV Show,,2009,3.0,16+,Drama
5242,s6027,TV Show,,2018,1.0,13+,Comedy
5243,s6028,Movie,Sanjay Karlapudi,2021,128.0,13+,Romance
5244,s6029,TV Show,,1987,1.0,TV-G,Animation
5245,s6030,TV Show,,2004,1.0,TV-G,Animation
5246,s6031,Movie,K. Bapaiah,1984,165.0,G,Action
5247,s6032,Movie,Steve James,2014,121.0,R,Documentary
5248,s6033,Movie,Kriv Stenders,2015,90.0,R,Action
5249,s6034,Movie,"D. Rama Naidu, B. Gopal",1986,154.0,13+,Action
5250,s6035,Movie,,2006,91.0,PG,Arthouse
5251,s6036,Movie,"Ammar Lasani, Kanza Zia",2019,96.0,18+,Action
5252,s6037,Movie,Brian Percival,2009,78.0,13+,Drama
5253,s6038,Movie,"Adam Jay Epstein, Andrew Jacobson",2008,85.0,R,Comedy
5254,s6039,TV Show,,2021,1.0,18+,Drama
5255,s6040,Movie,Sagar Pathak,2019,121.0,7+,Drama
5256,s6041,Movie,magnolia,2014,110.0,NR,Arthouse
5257,s6042,Movie,Panos Cosmatos,2012,110.0,R,Horror
5258,s6043,TV Show,,2020,1.0,18+,Comedy
5259,s6044,TV Show,,2021,3.0,TV-14,Documentary
5260,s6045,Movie,Julie Delpy,2012,95.0,R,Comedy
5261,s6046,TV Show,,2021,1.0,18+,Drama
5262,s6047,TV Show,,2021,1.0,TV-PG,Drama
5263,s6048,Movie,Chris Reading,2016,83.0,13+,Science Fiction
5264,s6049,Movie,Aaron Norris,1992,101.0,PG,Action
5265,s6050,Movie,Dick Rude,2021,87.0,16+,Arthouse
5266,s6051,Movie,Aniruddha Upadhyay,2021,99.0,13+,Drama
5267,s6052,TV Show,,2017,1.0,G,Animation
5268,s6053,Movie,Corey Martin Craig,2020,50.0,18+,Arts
5269,s6054,TV Show,,2020,1.0,TV-G,Special Interest
5270,s6055,Movie,Aisling Walsh,2012,91.0,13+,Drama
5271,s6056,Movie,"Dominic Anciano, Ray Burdis",2003,93.0,18+,Comedy
5272,s6057,TV Show,,2006,3.0,TV-Y7,Animation
5273,s6058,Movie,Kevin Kangas,2012,118.0,18+,Horror
5274,s6059,Movie,Stephen Poliakoff,2006,109.0,16+,Drama
5275,s6060,TV Show,,2016,2.0,TV-G,Special Interest
5276,s6061,Movie,Nick Gomez,2000,96.0,PG-13,Comedy
5277,s6062,Movie,Brian Volk-Weiss,2021,61.0,18+,Arts
5278,s6063,Movie,Coky Giedroyc,2004,89.0,7+,Drama
5279,s6064,Movie,Jeffrey Gee Chin,2021,133.0,13+,Action
5280,s6065,Movie,Charlie Steeds,2020,89.0,16+,Horror
5281,s6066,Movie,David M Reynolds,2010,47.0,18+,Horror
5282,s6067,Movie,Jenn Page,2021,90.0,13+,Drama
5283,s6068,Movie,Ryan Ross,2021,100.0,PG,Arts
5284,s6069,Movie,Jacob Bellamy,2021,56.0,18+,Action
5285,s6070,Movie,"George Loomis, Elias Talbot",2020,87.0,16+,Suspense
5286,s6071,Movie,Derrick Mullen,2021,98.0,13+,Drama
5287,s6072,TV Show,,2016,3.0,TV-G,Comedy
5288,s6073,Movie,Jackson Begley,2020,98.0,16+,Comedy
5289,s6074,Movie,Davide Marengo,2012,106.0,13+,Drama
5290,s6075,Movie,Leslie Ramsey,2021,111.0,16+,Animation
5291,s6076,TV Show,,2014,2.0,TV-MA,Drama
5292,s6077,Movie,patrick A. Albright,2021,61.0,16+,Comedy
5293,s6078,Movie,Yaw Agyapong,2020,86.0,18+,Suspense
5294,s6079,Movie,Rob Stewart,1997,64.0,G,Kids
5295,s6080,Movie,Terry Allen,2015,99.0,16+,Action
5296,s6081,Movie,Herbert J. Biberman,1954,92.0,13+,Drama
5297,s6082,Movie,Shantaram Rajaram Vankudre,1973,115.0,G,Drama
5298,s6083,Movie,Terry McMahon,2014,102.0,PG-13,Drama
5299,s6084,Movie,Vanessa Roth,2021,82.0,R,Arts
5300,s6085,Movie,Tibor Takács,1982,69.0,13+,Drama
5301,s6086,TV Show,,2021,1.0,NR,Unscripted
5302,s6087,Movie,Jeremy Waltman,2012,77.0,18+,Drama
5303,s6088,Movie,Miguel Llansó,2020,82.0,18+,Action
5304,s6089,Movie,Bikash Raj Acharya,2019,123.0,16+,Romance
5305,s6090,Movie,Ravi Kinnagi,2011,160.0,13+,Action
5306,s6091,Movie,Thomas D. Moser,2019,90.0,16+,Action
5307,s6092,Movie,"Saman Kesh, Jeff Desom, Dugan O'Neal",2021,84.0,16+,Science Fiction
5308,s6093,Movie,Brian De Palma,2019,89.0,R,Action
5309,s6094,Movie,Ajoy Varma,2018,122.0,13+,Action
5310,s6095,Movie,Hasan Karacadağ,2014,133.0,18+,Horror
5311,s6096,Movie,Mostafa Keshvari,2020,72.0,18+,Drama
5312,s6097,Movie,Sivabalan,2021,108.0,G,Action
5313,s6098,Movie,Stanley Donen,1963,113.0,16+,Comedy
5314,s6099,TV Show,,2020,1.0,TV-14,Documentary
5315,s6100,Movie,K. Bapaiah,1980,144.0,13+,Action
5316,s6101,Movie,Joby Harold,2007,84.0,R,Drama
5317,s6102,Movie,Jeffrey Gee Chin,2021,133.0,13+,Action
5318,s6103,Movie,Marcus Dreeke,2010,83.0,18+,Action
5319,s6105,Movie,Girish Vishwanath,2018,120.0,13+,Drama
5320,s6106,Movie,Lafayette Cabell,2021,43.0,18+,Action
5321,s6107,Movie,David Blanco,2011,104.0,16+,Comedy
5322,s6108,Movie,Gastão Coimbra,2021,82.0,13+,Action
5323,s6109,Movie,Otto Preminger,1955,119.0,13+,Action
5324,s6110,Movie,Ryan Callaway,2020,116.0,13+,Horror
5325,s6111,TV Show,,2021,1.0,TV-G,Animation
5326,s6112,Movie,Carlos Saura,2002,82.0,PG-13,International
