,show_id,type,director,release_year,duration,rating,genre
1710,s1952,Movie,Jay Chapman,2012,57.0,18+,Arts
1711,s1953,Movie,Cory Cavin,2020,81.0,18+,Arts
1712,s1954,Movie,Jay Chapman,2014,83.0,18+,Arts
1713,s1955,Movie,Leslie Small,2014,68.0,18+,Arts
1714,s1956,Movie,Anurag Singh,2019,153.0,16+,Action
1715,s1957,Movie,John Landis,1977,83.0,18+,Comedy
1716,s1958,TV Show,,2007,4.0,13+,Action
1717,s1959,TV Show,,2019,1.0,NR,TV Shows
1718,s1960,Movie,Jay Chapman,2013,65.0,18+,Arts
1719,s1962,Movie,"Chandrajith Belliappa, Karan Ananth, Shashi Kumar, Rahul PK, Jamadagni Manoj, Kiranraj K, Jai Shankar A",2019,154.0,13+,International
1720,s1963,TV Show,,2018,1.0,13+,TV Shows
1721,s1965,TV Show,,2019,1.0,NR,TV Shows
1722,s1966,Movie,Pradeep Krishnamoorthy,2021,137.0,13+,Suspense
1723,s1967,Movie,Pradeep Krishnamoorthy,2021,137.0,NR,Suspense
1724,s1968,Movie,Brian Aabech,2020,58.0,16+,Documentary
1725,s1969,Movie,Paul Jenkins,2018,52.0,G,Documentary
1726,s1970,Movie,Pras Lingam,2020,60.0,16+,Science Fiction
1727,s1971,Movie,Abhishek Varman,2019,166.0,13+,Drama
1728,s1972,Movie,Mandeep Benipal,2019,123.0,13+,Comedy
1729,s1973,TV Show,,2013,1.0,TV-Y7,Animation
1730,s1974,Movie,Pandiraj,2018,148.0,G,Action
1731,s1975,TV Show,,2017,1.0,TV-14,Anime
1732,s1976,TV Show,,2016,1.0,TV-MA,Anime
1733,s1977,Movie,Pradeep Krishnamoorthy,2021,137.0,16+,Suspense
1734,s1978,Movie,Pradeep Krishnamoorthy,2021,137.0,16+,Suspense
1735,s1979,Movie,K V Anand,2019,164.0,13+,Action
1736,s1980,Movie,Pa.Ranjith,2018,160.0,13+,Action
1737,s1981,Movie,Pa.Ranjith,2018,161.0,13+,Action
1738,s1982,Movie,Pa.Ranjith,2018,161.0,13+,Action
1739,s1983,Movie,Omar Iyer,2018,53.0,16+,Arts
1740,s1984,Movie,Prashanth Neel,2018,155.0,13+,Action
1741,s1985,Movie,Prashanth Neel,2018,155.0,13+,Action
1742,s1986,Movie,Prashanth Neel,2018,154.0,13+,Action
1743,s1987,Movie,Prashanth Neel,2018,155.0,13+,Action
1744,s1988,Movie,Ellen Smit,2019,84.0,18+,Comedy
1745,s1989,Movie,Rebekah Fortune,2018,100.0,13+,Drama
1746,s1990,TV Show,,2020,1.0,G,Animation
1747,s1991,TV Show,,2019,5.0,G,Kids
1748,s1992,Movie,Ruhkiya S. Williams,2018,94.0,18+,Drama
1749,s1993,Movie,Aaron Michael,2019,55.0,G,Kids
1750,s1994,Movie,Mark Knight,2016,60.0,G,Documentary
1751,s1995,TV Show,,1945,1.0,13+,Action
1752,s1996,TV Show,,2016,1.0,13+,Drama
1753,s1997,TV Show,,2020,1.0,16+,Comedy
1754,s1998,Movie,John Ford,1934,81.0,PG,Comedy
1755,s1999,Movie,Joseph Ruben,1977,92.0,R,Action
1756,s2000,Movie,Mark Knight,2020,60.0,G,Documentary
1757,s2001,Movie,Sarah Lancaster,2020,103.0,16+,Drama
1758,s2002,Movie,Jeff Baena,2016,93.0,R,Comedy
1759,s2004,Movie,,2008,42.0,NR,Music Videos and Concerts
1760,s2005,Movie,James F. Collier,1979,112.0,PG,Drama
1761,s2006,Movie,Michael Giehmann,2020,75.0,NR,Documentary
1762,s2007,Movie,John Asher,2019,63.0,18+,Arts
1763,s2008,TV Show,,2018,1.0,13+,Horror
1764,s2009,Movie,Nicholas Ray,1954,110.0,7+,Drama
1765,s2010,Movie,Simon Rumley,2017,95.0,18+,Horror
1766,s2012,Movie,David M. Talley,2010,66.0,13+,Documentary
1767,s2013,Movie,Manny Rodriguez,2009,66.0,18+,Arts
1768,s2014,Movie,,2004,90.0,NR,Music Videos and Concerts
1769,s2016,Movie,Brian Volk-Weiss,2019,58.0,18+,Arts
1770,s2017,TV Show,,2010,1.0,16+,Documentary
1771,s2019,TV Show,,2020,1.0,G,Comedy
1772,s2020,TV Show,,2020,1.0,18+,Arts
1773,s2023,TV Show,,1991,1.0,TV-PG,Drama
1774,s2024,TV Show,,1989,1.0,TV-PG,Drama
1775,s2025,TV Show,,2001,1.0,G,Adventure
1776,s2026,TV Show,,2020,1.0,13+,Arts
1777,s2027,TV Show,,2019,1.0,13+,Arts
1778,s2028,Movie,Jeannie Gaffigan,2018,68.0,13+,Arts
1779,s2029,Movie,Milton Lage,2009,63.0,18+,Arts
1780,s2030,Movie,Alex Ferrari,2019,62.0,18+,Arts
1781,s2031,Movie,,2007,41.0,NR,Special Interest
1782,s2032,TV Show,,2019,1.0,TV-PG,Documentary
1783,s2033,TV Show,,2019,1.0,16+,Arts
1784,s2034,Movie,"Jean Negulesco, Oreste Palella",1962,105.0,13+,Drama
1785,s2035,Movie,Jermaine Fowler,2015,57.0,18+,Arts
1786,s2036,TV Show,,2004,1.0,TV-14,Drama
1787,s2037,Movie,Joe DeMaio,2014,59.0,18+,Arts
1788,s2039,TV Show,,2011,1.0,G,Animation
1789,s2040,Movie,Christopher Ashley,1995,94.0,R,Comedy
1790,s2042,Movie,Jeff Garcia,2014,58.0,18+,Arts
1791,s2043,Movie,Steve Race,2008,58.0,18+,Arts
1792,s2044,Movie,"Manny Rodriguez, Matthew McNeil",2012,80.0,18+,Arts
1793,s2045,Movie,"Michael Simon, Matthew McNeil",2011,97.0,18+,Arts
1794,s2046,Movie,Rob Dipple,2014,84.0,18+,Arts
1795,s2047,Movie,Frank Marino,2014,61.0,16+,Arts
1796,s2048,TV Show,,2017,1.0,16+,Action
1797,s2049,Movie,Kevin Willmott,2015,106.0,18+,Drama
1798,s2050,TV Show,,2020,1.0,16+,Arts
1799,s2051,Movie,Ryan Polito,2015,63.0,18+,Arts
1800,s2052,Movie,Sam Macaroni,2020,64.0,18+,Arts
1801,s2053,Movie,Spencer Gordon Bennet,1933,54.0,G,Action
1802,s2054,Movie,B. V. S. Ravi,2017,130.0,7+,Drama
1803,s2055,Movie,Jay Chapman,2014,62.0,18+,Arts
1804,s2056,Movie,"Bradford Thomason, Brett Whitcomb",2020,84.0,G,Documentary
1805,s2057,Movie,Jay Chapman,2016,65.0,18+,Arts
1806,s2059,TV Show,,2016,2.0,TV-PG,Special Interest
1807,s2060,TV Show,,2020,1.0,13+,Documentary
1808,s2061,TV Show,,2020,1.0,13+,Unscripted
1809,s2062,TV Show,,2013,1.0,G,Special Interest
1810,s2063,TV Show,,2016,3.0,16+,Special Interest
1811,s2064,Movie,Pushpdeep Bhardwaj,2018,104.0,13+,Drama
1812,s2066,Movie,S. Kalyaan,2019,129.0,G,Action
1813,s2067,Movie,S. Kalyaan,2019,134.0,G,Action
1814,s2068,Movie,Ami Canaan Mann,2015,91.0,PG-13,Drama
1815,s2069,Movie,Emmett Malloy,2018,52.0,16+,Documentary
1816,s2070,Movie,Al Carter,2017,80.0,16+,Horror
1817,s2071,Movie,Thomas Dekker,2016,104.0,R,Horror
1818,s2072,Movie,Vanessa Parise,2010,87.0,PG-13,Comedy
1819,s2074,Movie,Sasha Burrow,2016,77.0,7+,Animation
1820,s2075,Movie,Alison Chernick,2018,83.0,13+,Documentary
1821,s2076,Movie,Jibi-Joju,2019,157.0,G,Comedy
1822,s2079,Movie,Chusy,2020,88.0,16+,Documentary
1823,s2080,Movie,Prerna Wadhawan,2018,118.0,13+,Comedy
1824,s2081,Movie,Anuraj Manohar,2019,133.0,13+,Drama
1825,s2082,Movie,Habib Faisal,2012,132.0,PG,International
1826,s2083,Movie,Jeremy Norrie,2021,82.0,13+,Documentary
1827,s2084,Movie,Timo Vuorensola,2012,93.0,R,Action
1828,s2085,Movie,"Jacob Schwarz, Jared Cook",2019,77.0,7+,Documentary
1829,s2086,TV Show,,2018,1.0,NR,TV Shows
1830,s2087,TV Show,,2013,1.0,TV-MA,Action
1831,s2088,TV Show,,2014,1.0,16+,Drama
1832,s2089,TV Show,,2017,1.0,NR,TV Shows
1833,s2090,Movie,Karim Ainouz,2019,140.0,R,Drama
1834,s2091,TV Show,,2021,1.0,TV-MA,Action
1835,s2092,TV Show,,2012,1.0,G,Documentary
1836,s2093,Movie,Don Siegel,1956,80.0,PG,Drama
1837,s2094,Movie,Grant Lahood,2012,53.0,13+,Documentary
1838,s2095,Movie,Michael A. Ryan,2020,120.0,16+,Science Fiction
1839,s2096,Movie,Ara Paiaya,2017,84.0,18+,Action
1840,s2097,TV Show,,2011,2.0,NR,International
1841,s2098,Movie,Hamilton MacFadden,1950,61.0,PG,Comedy
1842,s2099,TV Show,,2012,1.0,TV-14,Drama
1843,s2100,Movie,"Ethan Coen, Joel Coen",2013,105.0,R,Drama
1844,s2101,TV Show,,2018,1.0,16+,Arts
1845,s2103,TV Show,,2019,2.0,18+,Drama
1846,s2104,TV Show,,2019,1.0,TV-PG,International
1847,s2105,TV Show,,2016,1.0,TV-Y,Kids
1848,s2107,TV Show,,2011,1.0,TV-14,Drama
1849,s2108,TV Show,,2019,1.0,18+,Drama
1850,s2109,Movie,Travis Milloy,2017,103.0,13+,Science Fiction
1851,s2110,Movie,Tyrone TIZAK Jackson,2020,107.0,18+,Drama
1852,s2112,Movie,Iqbal Hans,2010,63.0,18+,Arts
1853,s2113,Movie,Jonathan Baker,2017,106.0,R,Suspense
1854,s2114,Movie,Michael Apted,1992,91.0,PG,Documentary
1855,s2115,Movie,Mark Atkins,2016,89.0,13+,Action
1856,s2116,Movie,"Frank Strayer, Frank R. Strayer",1933,65.0,13+,Comedy
1857,s2117,Movie,Phil Grabsky,2016,129.0,7+,Documentary
1858,s2118,Movie,Taron Lexton,2017,104.0,R,Adventure
1859,s2119,TV Show,,2014,1.0,TV-PG,Documentary
1860,s2121,Movie,Tony Giglio,2004,98.0,R,Action
1861,s2122,Movie,Neil Jordan,1999,100.0,R,Horror
1862,s2124,Movie,Nicholas Ray,1950,93.0,13+,Drama
1863,s2126,Movie,Jay Chapman,2013,75.0,18+,Arts
1864,s2127,Movie,Jonah Miles,2019,60.0,18+,Comedy
1865,s2128,TV Show,,2020,1.0,16+,Comedy
1866,s2129,TV Show,,2018,1.0,13+,Comedy
1867,s2130,Movie,G P Rama Krishna,2019,126.0,13+,Drama
1868,s2133,Movie,Tibor Takács,2007,86.0,R,Action
1869,s2134,Movie,Sven Unterwaldt,2019,89.0,PG,Animation
1870,s2135,Movie,Brett Harvey,2016,108.0,16+,Documentary
1871,s2136,Movie,Ron Oliver,2008,84.0,18+,LGBTQ
1872,s2137,Movie,Jean de Segonzac,2000,90.0,16+,Action
1873,s2138,Movie,Ryan Polito,2016,57.0,18+,Arts
1874,s2139,Movie,Ian Bagg,2018,54.0,18+,Arts
1875,s2140,TV Show,,1962,1.0,TV-G,Unscripted
1876,s2141,Movie,Edwin L. Marin,1936,74.0,13+,Suspense
1877,s2142,TV Show,,1997,1.0,18+,Documentary
1878,s2143,TV Show,,2015,1.0,TV-14,TV Shows
1879,s2144,Movie,Aravind SA,2020,77.0,16+,Arts
1880,s2145,TV Show,,2008,1.0,TV-14,TV Shows
1881,s2146,TV Show,,2010,3.0,13+,Documentary
1882,s2148,Movie,Tom McComas,2013,51.0,G,Kids
1883,s2150,TV Show,,2017,1.0,18+,Comedy
1884,s2151,Movie,Clayton Cogswell,2017,80.0,16+,Comedy
1885,s2152,Movie,James Cruze,1933,61.0,PG-13,Drama
1886,s2153,Movie,Tim Fywell,2003,113.0,R,Arthouse
1887,s2154,Movie,Mike Christie,2009,61.0,13+,Documentary
1888,s2155,Movie,Albert Band,1958,77.0,PG-13,Horror
1889,s2157,Movie,Jordan Brady,2014,68.0,18+,Arts
1890,s2158,TV Show,,2007,2.0,TV-PG,Comedy
1891,s2159,Movie,Paul Gross,2016,120.0,R,Action
1892,s2160,TV Show,,2012,8.0,16+,Action
1893,s2161,Movie,Richard L Bare,1950,73.0,PG,Comedy
1894,s2162,TV Show,,2018,1.0,TV-MA,Documentary
1895,s2163,TV Show,,2018,3.0,TV-PG,Documentary
1896,s2164,TV Show,,2020,1.0,18+,Adventure
1897,s2165,TV Show,,2019,4.0,13+,Action
1898,s2166,TV Show,,2015,2.0,TV-MA,Comedy
1899,s2167,Movie,Laurence Thiriat,2017,52.0,7+,Documentary
1900,s2168,TV Show,,2018,3.0,TV-14,Drama
1901,s2169,Movie,Ai Weiwei,2017,141.0,PG-13,Documentary
1902,s2170,Movie,Martin Ritt,1963,112.0,7+,Drama
1903,s2172,TV Show,,2018,1.0,TV-14,Drama
1904,s2173,Movie,Marc de Guerre,2016,43.0,13+,Documentary
1905,s2174,Movie,,2016,82.0,18+,Documentary
1906,s2175,TV Show,,2014,10.0,TV-PG,Comedy
1907,s2176,Movie,Michael Wood,2019,57.0,13+,Documentary
1908,s2177,TV Show,,1990,1.0,G,Kids
1909,s2178,Movie,William Castle,1958,76.0,13+,Drama
1910,s2179,Movie,Vadim Perelman,2004,126.0,R,Arthouse
1911,s2180,Movie,Steve Miner,1986,92.0,R,Horror
1912,s2181,Movie,Pete Gleeson,2017,84.0,13+,Documentary
1913,s2182,TV Show,,2020,1.0,TV-MA,Documentary
1914,s2183,Movie,Doug Spearman,2014,111.0,18+,Action
1915,s2185,Movie,"Michael Dwyer, Kaitlin McLaughlin",2016,84.0,R,Action
1916,s2186,Movie,Janet Kern,2014,57.0,PG,Special Interest
1917,s2187,TV Show,,2014,3.0,G,Animation
1918,s2188,TV Show,,2015,1.0,NR,Comedy
1919,s2189,Movie,Rex Piano,2002,90.0,PG-13,Kids
1920,s2192,Movie,Arthur Lubin,1935,72.0,13+,Comedy
1921,s2193,Movie,Mark Williams,2020,99.0,PG-13,Action
1922,s2194,TV Show,,2017,1.0,NR,Drama
1923,s2195,TV Show,,2009,1.0,G,Special Interest
1924,s2196,TV Show,,2020,2.0,16+,Drama
1925,s2198,Movie,Jodie Foster,1995,103.0,PG-13,Comedy
1926,s2199,TV Show,,2017,2.0,TV-PG,Drama
1927,s2200,TV Show,,1989,2.0,13+,Drama
1928,s2201,Movie,Frank Lin,2016,87.0,16+,Horror
1929,s2204,TV Show,,1986,1.0,16+,Drama
1930,s2205,TV Show,,2012,5.0,TV-PG,Documentary
1931,s2206,TV Show,,2017,1.0,TV-14,Anime
1932,s2207,TV Show,,2008,1.0,TV-14,Documentary
1933,s2208,TV Show,,2008,1.0,TV-G,Documentary
1934,s2209,Movie,Alejo Mo-Sun,2012,106.0,R,Fantasy
1935,s2210,Movie,T N Krishna,2019,141.0,18+,Comedy
1936,s2211,Movie,Brett Leonard,2007,86.0,R,Action
1937,s2212,Movie,Russell Mulcahy,1991,110.0,16+,Action
1938,s2213,Movie,John Holowach,2010,87.0,16+,Documentary
1939,s2214,Movie,Howard Higgin,1929,70.0,13+,Action
1940,s2215,Movie,Michael Damian,2016,96.0,13+,Drama
1941,s2216,Movie,Bob Giraldi,1987,99.0,PG-13,Action
1942,s2218,Movie,Josh Binney,1947,71.0,13+,Arts
1943,s2219,Movie,Michelle Ehlen,2014,79.0,18+,Arts
1944,s2220,Movie,Patrick Creadon,2019,106.0,13+,Documentary
1945,s2221,Movie,Harry Fraser,1937,118.0,13+,Action
1946,s2222,Movie,P.S. Mithran,2019,159.0,16+,Action
1947,s2223,TV Show,,1974,6.0,7+,Comedy
1948,s2224,Movie,Lynn Shores,1938,56.0,13+,Action
1949,s2225,Movie,Clive Donner,1968,97.0,13+,Comedy
1950,s2226,Movie,Dick Lowry,1992,94.0,PG-13,Drama
1951,s2228,Movie,Don Sharp,1975,105.0,13+,Drama
1952,s2229,Movie,Trinadha Rao Nakkina,2018,136.0,13+,International
1953,s2230,Movie,Tony Randel,2011,99.0,R,Horror
1954,s2231,Movie,Clarence Bricker,1938,60.0,PG,Action
1955,s2232,Movie,Alain Gsponer,2017,111.0,7+,Adventure
1956,s2233,Movie,Peter Chelsom,2014,114.0,18+,Action
1957,s2234,TV Show,,2019,1.0,TV-14,Action
1958,s2235,Movie,"Megan Peterson, John Douglas Sinclair",2013,110.0,R,Suspense
1959,s2236,Movie,Lew Ayres,1936,99.0,NR,Action
1960,s2237,Movie,Duane Adler,2018,108.0,13+,Arts
1961,s2238,TV Show,,2016,1.0,TV-G,Documentary
1962,s2240,Movie,"Kelly Noonan Gores, Adam Schomer",2017,107.0,18+,Documentary
1963,s2241,Movie,Stephen Finnigan,2014,85.0,13+,Documentary
1964,s2242,TV Show,,2020,1.0,TV-14,Documentary
1965,s2243,TV Show,,2013,1.0,TV-14,Documentary
1966,s2244,TV Show,,2012,1.0,TV-14,Horror
1967,s2245,Movie,Vishal Pandya,2018,128.0,18+,Drama
1968,s2246,Movie,BJ McDonnell,2013,81.0,R,Horror
1969,s2247,Movie,Adam Green,2010,85.0,R,Horror
1970,s2248,Movie,"Adrian Munsey, Vance Goodwin",2018,52.0,13+,Documentary
1971,s2249,Movie,Hal Ashby,1971,92.0,PG,Comedy
1972,s2250,TV Show,,2018,1.0,NR,Arts
1973,s2252,TV Show,,2018,1.0,16+,Drama
1974,s2253,Movie,Mario Van Peebles,2006,101.0,R,Action
1975,s2254,Movie,Paul Thomas Anderson,1996,102.0,R,Action
1976,s2255,Movie,David Slade,2006,104.0,R,Drama
1977,s2256,Movie,Josh Radnor,2011,99.0,R,Comedy
1978,s2257,TV Show,,2018,1.0,NR,TV Shows
1979,s2259,Movie,Madoka Raine,2015,100.0,18+,Adventure
1980,s2260,Movie,Charles Vidor,1953,112.0,13+,Arts
1981,s2261,Movie,Peter Hyams,1979,109.0,PG,Action
1982,s2262,Movie,Burt Kennedy,1972,85.0,R,Drama
1983,s2263,Movie,Joel Souza,2011,92.0,G,Adventure
1984,s2264,TV Show,,2020,2.0,16+,Action
1985,s2265,TV Show,,2015,2.0,TV-PG,Science Fiction
1986,s2266,Movie,Ryan Kawamoto,2015,76.0,18+,Comedy
1987,s2267,TV Show,,2017,2.0,18+,Drama
1988,s2268,TV Show,,1997,3.0,13+,Comedy
1989,s2269,Movie,Frédéric Tcheng,2019,120.0,16+,Documentary
1990,s2270,TV Show,,2006,4.0,TV-PG,Comedy
1991,s2271,Movie,Alfred Santell,1944,91.0,13+,Drama
1992,s2272,TV Show,,2010,3.0,TV-PG,Kids
1993,s2273,Movie,"Richard Kahn, Richard C. Kahn, Bill Karn",1955,115.0,7+,Suspense
1994,s2274,Movie,Srijit Mukherji,2020,139.0,13+,Drama
1995,s2275,Movie,"Dave Fleischer, Willard Bowsky",1939,75.0,G,Animation
1996,s2276,Movie,Shoojit Sircar,2020,125.0,16+,International
1997,s2277,Movie,Mark Knight,2017,46.0,G,Music Videos and Concerts
1998,s2278,TV Show,,2018,1.0,18+,Drama
1999,s2279,TV Show,,2015,1.0,TV-Y,Kids
2000,s2280,Movie,Sujay Shastri,2019,141.0,13+,Comedy
2001,s2281,TV Show,,2010,1.0,7+,Animation
2002,s2282,TV Show,,2016,10.0,NR,Unscripted
2003,s2283,TV Show,,2005,3.0,TV-PG,TV Shows
2004,s2284,TV Show,,2004,1.0,7+,Special Interest
2005,s2285,TV Show,,2005,1.0,7+,Special Interest
2006,s2286,Movie,Matt Gallagher,2011,74.0,13+,Documentary
2007,s2287,TV Show,,2017,1.0,TV-14,Action
2008,s2288,TV Show,,2017,6.0,TV-14,TV Shows
2009,s2289,Movie,Tim Wilson,2008,70.0,16+,Documentary
2010,s2291,Movie,Joel Hershman,2001,91.0,R,Comedy
2011,s2292,Movie,Ryon Baxter,2016,82.0,R,Arts
2012,s2293,Movie,Cecil B. DeMille,1952,153.0,G,Drama
2013,s2294,Movie,Irving Pichel,1950,88.0,G,Comedy
2014,s2295,TV Show,,2013,1.0,TV-14,Documentary
2015,s2296,TV Show,,2014,1.0,TV-PG,Special Interest
2016,s2297,TV Show,,2017,6.0,G,Documentary
2017,s2298,TV Show,,2020,5.0,TV-14,Drama
2018,s2299,TV Show,,2017,1.0,G,Documentary
2019,s2300,TV Show,,2018,1.0,7+,Documentary
2020,s2301,TV Show,,2018,1.0,NR,TV Shows
2021,s2302,TV Show,,2014,1.0,13+,Drama
2022,s2303,Movie,Kevan Otto,2015,99.0,16+,Drama
2023,s2304,Movie,Mainak Bhaumik,2019,118.0,G,International
2024,s2305,TV Show,,2020,2.0,18+,LGBTQ
2025,s2306,TV Show,,2016,3.0,7+,Kids
2026,s2307,Movie,Mark Knight,2019,60.0,G,Documentary
2027,s2308,Movie,Justin Chon,2017,95.0,18+,Drama
2028,s2309,TV Show,,2018,2.0,G,Kids
2029,s2311,Movie,Sashi Kiran Tikka,2018,142.0,18+,International
2030,s2312,TV Show,,2019,1.0,16+,Comedy
2031,s2313,Movie,Jim Issa,2010,85.0,PG-13,Comedy
2032,s2314,TV Show,,2016,1.0,18+,Drama
2033,s2315,Movie,Reema Kagti,2018,146.0,13+,Drama
2034,s2316,TV Show,,2017,1.0,NR,TV Shows
2035,s2317,Movie,Jack Nicholson,1978,108.0,PG,Comedy
2036,s2318,TV Show,,2018,2.0,G,Action
2037,s2319,Movie,Herbert L. Strock,1954,83.0,13+,Horror
2038,s2320,TV Show,,2020,1.0,13+,Action
2039,s2321,Movie,"Chezzy Boy, Muscle",2021,86.0,18+,Action
2040,s2322,TV Show,,2020,1.0,G,Fitness
2041,s2323,TV Show,,2021,1.0,G,Animation
2042,s2324,Movie,Spencer Weber,2017,99.0,16+,Documentary
2043,s2334,TV Show,,2014,1.0,G,Documentary
2044,s2335,Movie,Daniel Doherty II,2015,92.0,18+,Comedy
2045,s2336,TV Show,,2015,7.0,TV-PG,Comedy
2046,s2337,Movie,Clay Tweel,2016,111.0,R,Documentary
2047,s2338,Movie,Iginio Straffi,2012,94.0,PG,Animation
2048,s2339,Movie,Vishal Devrukhkar,2019,135.0,13+,Comedy
2049,s2340,TV Show,,2017,1.0,TV-14,Anime
2050,s2341,Movie,Edgar G. Ulmer,1943,70.0,NR,Action
2051,s2342,Movie,Edgar J. Ulmer,1943,77.0,18+,Suspense
2052,s2343,Movie,Jake Helgren,2016,92.0,13+,Comedy
2053,s2344,TV Show,,2011,1.0,TV-MA,Comedy
2054,s2345,TV Show,,2017,2.0,18+,Comedy
2055,s2346,Movie,Charles Lamont,1935,69.0,PG,Drama
2056,s2347,Movie,Paul M. Green,2008,58.0,18+,Arts
2057,s2349,TV Show,,2020,1.0,16+,Comedy
2058,s2350,Movie,Jim Jarmusch,2016,109.0,R,Documentary
2059,s2351,Movie,Baeble Music,2011,55.0,NR,Music Videos and Concerts
2060,s2352,Movie,William Beaudine,1943,65.0,PG,Comedy
2061,s2353,TV Show,,2021,1.0,7+,Documentary
2062,s2354,Movie,"Scott Rutherford, Ben Peyser",2013,84.0,R,Horror
2063,s2355,TV Show,,2001,1.0,18+,Anime
2064,s2356,Movie,Predrag Antonijevic,2011,98.0,R,Drama
2065,s2357,TV Show,,2016,1.0,TV-14,TV Shows
2066,s2358,Movie,Charlie Comparetto,2019,93.0,16+,Horror
2067,s2360,Movie,Aparna Sen,2019,134.0,16+,Drama
2068,s2361,Movie,Santhosh P Jayakumar,2018,138.0,G,Comedy
2069,s2362,Movie,Joan Carr-Wiggin,2020,103.0,18+,Comedy
2070,s2363,TV Show,,2012,3.0,TV-14,Comedy
2071,s2364,Movie,Cory Krueckeberg,2014,91.0,18+,LGBTQ
2072,s2365,Movie,Ninian Doff,2020,87.0,16+,Adventure
2073,s2366,Movie,James Reed Jr.,2020,91.0,16+,Comedy
2074,s2367,Movie,Rocco Urbisci,2003,63.0,18+,Arts
2075,s2370,Movie,Lauren Greenfield,2018,106.0,18+,Arthouse
2076,s2371,TV Show,,2014,1.0,13+,Action
2077,s2372,Movie,Mainak Bhaumik,2018,119.0,13+,Arts
2078,s2374,Movie,,2019,40.0,G,Kids
2079,s2375,Movie,,2019,48.0,G,Kids
2080,s2376,Movie,,2019,41.0,G,Kids
2081,s2378,Movie,,2019,40.0,G,Kids
2082,s2379,TV Show,,2021,1.0,G,Kids
2083,s2381,Movie,Robert Gordon,1973,105.0,13+,Western
2084,s2382,Movie,Jane Preston,2015,87.0,16+,Documentary
2085,s2383,Movie,Gary Owen,2008,48.0,18+,Arts
2086,s2384,Movie,Jay Chapman,2012,61.0,18+,Arts
2087,s2385,Movie,"Michael A. Bloom, Chuck Vinson",2005,58.0,18+,Arts
2088,s2386,TV Show,,1990,1.0,TV-G,Animation
2089,s2387,TV Show,,2017,2.0,TV-G,Special Interest
2090,s2388,TV Show,,2000,1.0,13+,Documentary
2091,s2389,TV Show,,2018,1.0,18+,International
2092,s2390,TV Show,,2018,1.0,18+,International
2093,s2391,TV Show,,2018,1.0,13+,International
2094,s2392,Movie,"Adil El Arbi, Bilall Fallah",2018,125.0,18+,Action
2095,s2393,Movie,Andrew Goth,2013,93.0,R,Action
2096,s2394,Movie,Jerry Kramer,1992,58.0,13+,Comedy
2097,s2395,Movie,Joe Hostettler,1985,58.0,13+,Arts
2098,s2396,Movie,Gallagher,1982,63.0,16+,Comedy
2099,s2398,Movie,Gallagher,2000,54.0,16+,Comedy
2100,s2399,Movie,Joe Hostettler,1984,58.0,13+,Comedy
2101,s2401,Movie,Marc Payton,1981,60.0,16+,Comedy
2102,s2402,Movie,Abel Dare,1980,57.0,13+,Comedy
2103,s2403,TV Show,,2015,1.0,G,Animation
2104,s2404,Movie,Thomas Lucas,2012,53.0,G,Documentary
2105,s2405,Movie,S Krishna,2021,148.0,16+,Action
2106,s2406,TV Show,,2015,3.0,TV-PG,Documentary
2107,s2407,Movie,Norman Taurog,1960,104.0,PG,Arts
2108,s2408,Movie,Alexander Wraith,2018,108.0,18+,Action
2109,s2411,TV Show,,2015,1.0,7+,Animation
2110,s2412,TV Show,,2019,1.0,TV-14,Animation
2111,s2414,TV Show,,2018,1.0,7+,Fitness
2112,s2415,TV Show,,2018,1.0,7+,Drama
2113,s2416,TV Show,,2015,3.0,TV-MA,Animation
2114,s2417,TV Show,,2018,1.0,TV-PG,Documentary
2115,s2418,Movie,Joseph Kane,1939,53.0,18+,Military and War
2116,s2419,Movie,Sam Newfield,1944,57.0,18+,Western
2117,s2420,TV Show,,2014,1.0,13+,TV Shows
2118,s2421,Movie,Sean Cisterna,2020,94.0,16+,Comedy
2119,s2422,TV Show,,2016,4.0,TV-14,Comedy
2120,s2423,TV Show,,2016,4.0,TV-MA,TV Shows
2121,s2424,Movie,Sacha Jenkins,2015,83.0,16+,Documentary
2122,s2425,Movie,Pannaga Bharana,2020,117.0,16+,Action
2123,s2426,Movie,Shana Betz,2014,86.0,18+,Drama
2124,s2427,TV Show,,2019,1.0,18+,Documentary
2125,s2428,Movie,Jordan Hill,2019,58.0,G,Documentary
2126,s2429,Movie,Saurabh Shrivastava,2019,117.0,13+,Comedy
2127,s2430,TV Show,,2021,1.0,TV-MA,Comedy
2128,s2431,Movie,Bob Byington,2020,74.0,16+,Comedy
2129,s2432,Movie,Christopher Andersen,2008,114.0,16+,Documentary
2130,s2433,Movie,Randy Korompis,2020,115.0,18+,Action
2131,s2434,Movie,Andrew Jacobs,2009,86.0,13+,Documentary
2132,s2435,TV Show,,2020,2.0,16+,Comedy
2133,s2437,Movie,William H. Bushnell Jr.,1975,88.0,PG-13,Comedy
2134,s2438,Movie,Joshua Sanchez,2013,75.0,R,LGBTQ
2135,s2439,TV Show,,2018,1.0,18+,Comedy
2136,s2440,Movie,Katia Lewkowicz,2021,95.0,G,Comedy
2137,s2443,TV Show,,2015,1.0,TV-PG,TV Shows
2138,s2444,TV Show,,2018,1.0,16+,Comedy
2139,s2445,Movie,Oleg Stepchenko,2015,112.0,18+,Action
2140,s2447,TV Show,,2016,1.0,G,Documentary
