show_id,type,title,director,release_year,rating,duration,listed_in,duration_int
s4611,Movie,Trafficked,Will Wallace,2017,R,100 min,"Drama, Suspense",100
s4612,Movie,Shadow Government,André van Heerden,2009,13+,88 min,Documentary,88
s4613,Movie,Rohan Joshi: Wake N Bake,Angshuman Ghosh,2019,16+,57 min,Comedy,57
s4615,Movie,Nikka Zaildar 3,Simerjit Singh,2019,13+,116 min,"Comedy, International",116
s4617,Movie,Kuldip Patwal - I Didn't Do It,Remy Kohli,2018,13+,122 min,"Drama, Suspense",122
s4618,TV Show,Clip: Sanjeevani,,2021,16+,1 Season,Drama,1
s4619,Movie,Best of Gecko's Garage,,2019,G,57 min,Kids,57
s4620,Movie,Anonymous,"David Christians, Anonymous User",2020,16+,175 min,"Action, Science Fiction",175
s4621,Movie,Adithya Varma,Gireesaaya,2019,18+,165 min,"Drama, International",165
s4623,TV Show,Wired Outdoors,,2020,13+,1 Season,"Action, Adventure, Sports",1
s4624,Movie,Wajah Tum Ho,Vishal Pandya,2016,18+,131 min,"International, Suspense",131
s4625,Movie,Tum Bin II,Anubhav Sinha,2016,13+,141 min,"Drama, International, Romance",141
s4626,Movie,Trapper Jake,Pieter Kruit,2016,13+,84 min,"Documentary, Special Interest, Sports",84
s4627,Movie,The Adventures of Thomas and Felix,Micah Barber,2021,G,74 min,"Action, Kids",74
s4628,Movie,Teraa Surroor,Shawn Arranha,2016,13+,100 min,"Action, Drama, Romance",100
s4629,Movie,Super Fast,Jason Friedberg,2015,16+,99 min,"Action, Comedy",99
s4630,Movie,Simran,Hansal Mehta,2017,13+,124 min,"Comedy, Drama",124
s4631,Movie,Sarbjit,Omung Kumar,2016,13+,126 min,"Drama, International",126
s4632,Movie,Rock N' Roll Christmas,Max McGuire,2019,7+,86 min,"Drama, Special Interest",86
s4633,Movie,Respite,Saro Varjabedian,2021,16+,78 min,"Drama, Suspense",78
s4634,Movie,Noor,Sunhil Sippy,2017,13+,116 min,"Action, Comedy, Drama",116
s4635,Movie,Magic Max,James D. Fields,2021,PG-13,98 min,Romance,98
s4637,Movie,Junooniyat,Vivek Agnihotri,2016,G,122 min,"Drama, International, Romance",122
s4638,Movie,I Saw Mommy Kissing Santa Claus,John Shepphird,2001,13+,88 min,"Comedy, Kids",88
s4639,Movie,Hindi Medium,Saket Chaudhary,2017,G,132 min,"Comedy, Drama, International",132
s4640,Movie,Chef,Raja Menon,2017,13+,131 min,"Comedy, Drama, International",131
s4641,Movie,Bhoomi,Omung Kumar,2017,13+,133 min,"Action, Drama, International",133
s4642,Movie,Angel of Death,Bill Norton,1990,16+,89 min,Suspense,89
s4643,Movie,The Howling: New Moon Rising,"Clive Turner, Roger Nall",1995,R,90 min,Horror,90
s4644,Movie,Solar Destruction,Fred Olen Ray,2008,PG-13,87 min,"Action, Drama, Suspense",87
s4645,Movie,Premonition,Gavin Wilding,2000,R,94 min,Suspense,94
s4646,Movie,Neha,Sumit Roy King,2021,18+,118 min,"Action, Drama",118
s4647,Movie,"My Captain, Mr. Underground",Song Chang-su,2006,13+,105 min,"Comedy, Drama",105
s4648,Movie,Mumbai Saga,Sanjay Gupta,2021,18+,126 min,"Action, Drama",126
s4649,Movie,Michael Gelbart: All New Smash Hits,Dan Holmes,2021,18+,51 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",51
s4650,TV Show,Loudermilk,,2021,16+,3 Seasons,Comedy,3
s4651,Movie,Jigsaw,"Don Adams, Harry James Picardi",2002,18+,79 min,"Horror, Science Fiction, Suspense",79
s4652,TV Show,Bible Land Passages,,2018,G,2 Seasons,"Documentary, Faith and Spirituality, Special Interest",2
s4653,Movie,Berserkers,Jacob Mulliken,2021,18+,86 min,Horror,86
s4654,Movie,A Most Beautiful Thing,Mary Mazzio,2020,16+,95 min,"Documentary, Sports",95
s4655,Movie,War (Hindi),Siddharth Anand,2019,13+,152 min,"Action, Drama, Suspense",152
s4657,Movie,The Phantom,Simon Wincer,1996,13+,100 min,"Action, Adventure",100
s4658,Movie,The Cry of The Owl,Jamie Thraves,2009,R,100 min,"Drama, Suspense",100
s4659,Movie,Survive the Night,Matt Eskandari,2020,R,89 min,"Action, Adventure",89
s4660,Movie,Steve and Maggie - Haunted Halloween Special (Vol. 4),Wattsenglish Ltd.,2020,G,50 min,"Animation, Kids",50
s4661,Movie,Skin,Anthony Fabian,2009,PG-13,107 min,Drama,107
s4662,Movie,Sherlock Holmes: The Sign of Four,Desmond Davis,1983,13+,97 min,"Action, Drama, Suspense",97
s4663,Movie,Ratnagiri,MANOJ KP,2021,16+,85 min,"Drama, Horror, Suspense",85
s4664,TV Show,Pinkfong! Sports Club,,2021,G,1 Season,"Animation, Kids",1
s4665,TV Show,No intimacy implied,,2016,16+,1 Season,Drama,1
s4666,Movie,Mortal,André Øvredal,2020,R,105 min,"Fantasy, Science Fiction",105
s4667,Movie,Meteor Moon,Brian Nowak,2019,13+,88 min,"Action, Science Fiction",88
s4668,TV Show,"Love, Millennial Style",,2021,18+,1 Season,Comedy,1
s4669,Movie,Last Flag Flying,Richard Linklater,2017,R,125 min,"Comedy, Drama, Military and War",125
s4670,Movie,IQ,Fred Schepisi,1994,PG,96 min,Comedy,96
s4671,Movie,Intersection,Mark Rydell,1994,R,99 min,"Drama, Suspense",99
s4672,Movie,H.H. Holmes: America's First Serial Killer,John Borowski,2008,16+,65 min,"Documentary, Horror, Special Interest",65
s4673,Movie,Got My Hustle Up,"Anthony ""CEO Peso"" Cremeans, Jason dbks Hampton",2019,18+,135 min,"Action, Drama",135
s4674,Movie,Doug Stanhope: Beer Hall Putsch,Jay Karas,2013,18+,61 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",61
s4675,TV Show,Dark Matters (2018),,2018,16+,1 Season,Science Fiction,1
s4676,Movie,Curse of Mardi Gras,Daniel Zirilli,2021,16+,70 min,"Horror, Young Adult Audience",70
s4677,Movie,CHI-RAQ,Spike Lee,2016,R,127 min,Drama,127
s4678,Movie,Bad Samaritan,Dean Devlin,2018,R,111 min,"Drama, Horror, Suspense",111
s4679,Movie,Babu,A. C. Tirulokchandar,1985,G,130 min,"Drama, Kids",130
s4680,Movie,Ameluk - based on a story which could be true,Mimmo Mancini,2015,13+,98 min,Comedy,98
s4681,Movie,Agent Sai Srinivasa Athreya (Kannada),Swaroop RSJ,2019,13+,146 min,"Comedy, Suspense",146
s4682,Movie,Wish You Well,Darnell Martin,2015,13+,100 min,"Drama, Kids",100
s4683,Movie,"Watch Out, We're Mad!",Marcello Fondato,1974,13+,102 min,"Action, Comedy",102
s4684,Movie,The Transporter Refueled,Camille Delamarre,2015,PG-13,96 min,Action,96
s4685,Movie,The Herald and the Horror,Jayvee Kang Margaja,2021,18+,89 min,Horror,89
s4686,Movie,The Adventures of Mark Twain,Will Vinton,2020,G,86 min,"Action, Animation, Kids",86
s4688,Movie,Spinster,Andrea Dorfman,2020,16+,90 min,Comedy,90
s4689,Movie,Smiley,Tamara Tana,2014,13+,87 min,"Comedy, Drama, Young Adult Audience",87
s4690,Movie,Smiles of Sad Men,Dan Svátek,2018,13+,92 min,"Comedy, Drama",92
s4691,Movie,Scary Bride,Dan Grin,2020,16+,72 min,Horror,72
s4692,Movie,Martin Lawrence: Doin' Time: Uncut,David Raynr,2016,18+,63 min,Comedy,63
s4693,Movie,Manchester by the Sea,Kenneth Lonergan,2016,R,137 min,Drama,137
s4694,Movie,"Love, Repeat",Shelagh Carter,2020,16+,78 min,Comedy,78
s4696,Movie,Immortal Combat: The Code,Johnny K. Wu,2020,16+,80 min,"Action, Science Fiction",80
s4697,TV Show,Hogu's Love,,2015,13+,1 Season,"Comedy, Drama, Romance",1
s4698,TV Show,Himalaya Calling - Overland to the highest passes in the world,,2020,16+,1 Season,"Action, Documentary, Special Interest",1
